ABC-book	букварь
re-join	снова соединять(ся)
reconvene	снова созывать (парламент , собрание и т.д.)
warper	сновальщик
slapping	сногсшибательный
sheaf	сноп
sheaf-binder	сноповязалка
unroof	сносить крышу
tol-lol	сносный
tolerable	сносный
sleeping-draught	снотворное средство
sleeping-pills	снотворные таблетки
somnifacient	снотворный
somniferous	снотворный
unstring	снять или ослабить струны (муз. инструмента) или тетиву (лука)
unhook	снять с крючка
slap-bang	со всего размаха	
pro-	со значением	 поддерживающий
tear-stained	со следами слез	
pooch	собака	
underdog	собака	
sleuth	собака-ищейка	
picking	собирание
seducer	соблазнитель
seductress	соблазнительница
seductive	соблазнительный
seduce	соблазнять
tempt	соблазнять
sable	соболь
synod	собор духовенства
turn-out	собрание
proprietor	собственник
proprietress	собственница
possessive	собственнический
property-owning	собственнический
proprietary	собственнический
proprietorial	собственнический
proprietorship	собственность
perpetrate	совершать (преступление , ошибку и т. п.)
perpetration	совершение (преступления)
perfectly	совершенно
stone-deaf	совершенно глухой
span-new	совершенно новый
top-secret	совершенно секретный
stone-blind	совершенно слепой
